# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.167904  87.726563 6744.638287 1.078107e-07 0
  0.064565 -87.364869 6864.409461 1.062422e-07 0
  0.116588  42.259319 6783.435466 1.046737e-07 0
  0.348967  39.467643 6771.304983 1.031052e-07 0
  0.188206  77.457674 6753.997332 1.015367e-07 0
  0.074838 -20.009119 6857.265752 9.996819e-08 0
  0.110569  43.080561 6783.383695 9.839969e-08 0
  0.342300  39.242911 6772.990626 9.683120e-08 0
  0.209624  67.336353 6761.034500 9.526270e-08 0
  0.082279  40.158607 6847.483646 9.369420e-08 0
  0.110433  43.022352 6783.264697 9.212570e-08 0
  0.334981  38.801644 6774.639414 9.055720e-08 0
  0.229759  58.644547 6766.436118 8.898871e-08 0
  0.104069 117.067105 6796.813618 8.742021e-08 0
  0.305624  28.351035 6781.831310 8.585171e-08 0
  0.319668  39.110277 6775.124651 8.428322e-08 0
  0.232220  55.138881 6770.228208 8.271472e-08 0
  0.155145  80.977151 6777.300669 8.114622e-08 0
  0.266916  45.929038 6772.932260 7.957772e-08 0
  0.195566  62.673436 6773.931207 7.800923e-08 0
  0.211760  56.747900 6773.996423 7.644073e-08 0
  0.211899  55.516136 6774.918313 7.487223e-08 0
  0.225510  51.096692 6775.253905 7.330373e-08 0
  0.230119  48.988492 6775.891624 7.173524e-08 0
  0.239269  46.088657 6776.414230 7.016674e-08 0
  0.246315  43.764672 6776.994928 6.859824e-08 0
  0.253939  41.477599 6777.581217 6.702975e-08 0
  0.261669  39.308439 6778.164726 6.546125e-08 0
  0.269332  37.272661 6778.746425 6.389275e-08 0
  0.276916  35.359546 6779.328847 6.232425e-08 0
  0.284662  33.529930 6779.900413 6.075576e-08 0
  0.292075  31.832407 6780.477415 5.918726e-08 0
  0.299488  30.218556 6781.060771 5.761876e-08 0
  0.306056  28.762967 6781.637684 5.605026e-08 0
  0.304296  28.144142 6781.768250 5.448177e-08 0
  0.301582  27.580439 6781.878271 5.291327e-08 0
  0.296958  27.179497 6781.989887 5.134477e-08 0
  0.293910  26.620591 6782.166073 4.977627e-08 0
  0.291998  25.948615 6782.387515 4.820778e-08 0
  0.278711  26.301572 6782.602190 4.663928e-08 1
  0.256791  27.590814 6782.685618 4.507078e-08 1
  0.235522  29.036277 6782.731821 4.350229e-08 1
  0.215658  30.567954 6782.725649 4.193379e-08 1
  0.198014  32.046459 6782.721424 4.036529e-08 1
  0.181580  33.588895 6782.716123 3.879679e-08 1
  0.166566  35.136273 6782.681600 3.722830e-08 1
  0.153173  36.598668 6782.643903 3.565980e-08 1
  0.140674  38.097710 6782.555571 3.409130e-08 1
  0.129157  39.585722 6782.515650 3.252280e-08 1
  0.118306  41.132333 6782.454620 3.095431e-08 1
  0.108234  42.681804 6782.385884 2.938581e-08 1
  0.098906  44.214163 6782.291017 2.781731e-08 1
  0.090450  45.621570 6782.248960 2.624881e-08 1
  0.082179  47.212413 6782.156094 2.468032e-08 1
  0.074601  48.702664 6782.013283 2.311182e-08 1
  0.067409  50.241410 6781.989223 2.154332e-08 1
  0.060680  51.749036 6781.873677 1.997482e-08 1
  0.054366  53.223744 6781.784102 1.840633e-08 1
  0.048472  54.608624 6781.638380 1.683783e-08 1
  0.042805  56.078175 6781.566347 1.526933e-08 1
  0.037397  57.593906 6781.429856 1.370083e-08 1
  0.032361  58.937513 6781.287925 1.213234e-08 1
  0.027777  59.784382 6781.002924 1.056384e-08 1
  0.022908  61.728427 6780.795467 8.995343e-09 1
  0.018452  63.275061 6780.647046 7.426846e-09 1
  0.014452  63.723793 6780.343821 5.858349e-09 1
  0.010328  65.292177 6780.695084 4.289851e-09 1
  0.006489  65.913979 6779.920128 2.721354e-09 0
  0.003707  66.514469 6779.779543 1.568497e-09 0
  0.003655  67.404304 6778.507293 1.568497e-09 0
