# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.003340 125.405974 6775.768712 2.682524e-09 0
  0.006956 120.483251 6777.861720 5.365049e-09 0
  0.010621 118.416672 6778.118314 8.047573e-09 1
  0.014522 115.470028 6778.170144 1.073010e-08 1
  0.018296 114.556018 6779.141629 1.341262e-08 1
  0.022401 112.286876 6779.260276 1.609515e-08 1
  0.026651 110.112729 6779.243523 1.877767e-08 1
  0.031074 107.929628 6779.440331 2.146019e-08 1
  0.035895 105.112023 6779.808360 2.414272e-08 1
  0.040774 102.816983 6779.951745 2.682524e-08 1
  0.045942 100.376894 6780.130344 2.950777e-08 1
  0.051058  98.529184 6780.377191 3.219029e-08 1
  0.056575  96.330751 6780.452956 3.487282e-08 1
  0.062275  94.246029 6780.566873 3.755534e-08 1
  0.068426  91.900609 6780.560121 4.023786e-08 1
  0.074857  89.605194 6780.714482 4.292039e-08 1
  0.081931  86.983131 6781.008459 4.560291e-08 1
  0.089048  84.741895 6780.973496 4.828544e-08 1
  0.096882  82.215592 6781.081455 5.096796e-08 1
  0.104854  79.963610 6781.095565 5.365049e-08 1
  0.113452  77.596621 6781.275404 5.633301e-08 1
  0.122889  75.050796 6781.327120 5.901553e-08 1
  0.132798  72.606126 6781.481446 6.169806e-08 1
  0.143334  70.194896 6781.525655 6.438058e-08 1
  0.154539  67.817608 6781.574275 6.706311e-08 1
  0.166442  65.486708 6781.580721 6.974563e-08 1
  0.179865  62.928878 6781.694832 7.242815e-08 1
  0.194121  60.467894 6781.731641 7.511068e-08 1
  0.206156  58.967035 6781.162898 7.779320e-08 0
  0.208761  60.060598 6778.645500 8.047573e-08 0
  0.199908  64.669172 6775.169363 8.315825e-08 0
  0.178139  75.046954 6771.893637 8.584078e-08 0
  0.153893  89.798022 6769.653004 8.852331e-08 0
  0.136666 104.225846 6767.659176 9.120582e-08 0
  0.121146 121.047958 6765.596572 9.388835e-08 0
  0.105648 142.785767 6763.531496 9.657088e-08 0
  0.091359 169.676228 6760.825079 9.925340e-08 0
  0.075090 212.098860 6759.130116 1.019359e-07 0
  0.066001 246.773953 6749.801719 1.046184e-07 0
  0.035478 456.847231 6811.969643 1.073010e-07 0
  0.142333  70.218707 6781.908410 1.093792e-07 0
  0.263523  53.316092 6764.624326 1.066967e-07 0
