# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.556914  20.000669 3104.043642 1.026359e-07 0
  0.554336  19.806432 3104.076301 1.011697e-07 0
  0.551823  19.608239 3104.110848 9.970350e-08 0
  0.548885  19.423330 3104.140948 9.823726e-08 0
  0.546256  19.225498 3104.173559 9.677103e-08 0
  0.543953  19.014460 3104.194495 9.530481e-08 0
  0.541503  18.806601 3104.219485 9.383858e-08 0
  0.539058  18.596683 3104.247081 9.237236e-08 0
  0.536429  18.391245 3104.269037 9.090612e-08 0
  0.533796  18.183896 3104.285485 8.943989e-08 0
  0.531979  17.946660 3104.326326 8.797367e-08 0
  0.529186  17.740873 3104.348541 8.650744e-08 0
  0.526769  17.520090 3104.380342 8.504121e-08 0
  0.524436  17.294661 3104.406892 8.357499e-08 0
  0.522296  17.060877 3104.432487 8.210876e-08 0
  0.520152  16.825178 3104.467587 8.064253e-08 0
  0.518416  16.574535 3104.504438 7.917630e-08 0
  0.515412  16.362496 3104.535418 7.771007e-08 0
  0.513075  16.126814 3104.569474 7.624385e-08 0
  0.510809  15.886682 3104.616123 7.477762e-08 0
  0.508428  15.648274 3104.650929 7.331139e-08 0
  0.506478  15.394224 3104.693428 7.184516e-08 0
  0.504314  15.144858 3104.728495 7.037894e-08 0
  0.502087  14.895054 3104.767304 6.891271e-08 0
  0.499475  14.654378 3104.804443 6.744648e-08 0
  0.497203  14.401358 3104.837174 6.598025e-08 0
  0.495114  14.140609 3104.877883 6.451402e-08 0
  0.493067  13.876664 3104.912855 6.304780e-08 0
  0.490986  13.611418 3104.946629 6.158157e-08 0
  0.488751  13.348075 3104.981029 6.011534e-08 0
  0.487203  13.063698 3105.024995 5.864911e-08 0
  0.485213  12.789455 3105.061668 5.718289e-08 0
  0.482850  12.522765 3105.077820 5.571666e-08 0
  0.481703  12.222046 3105.109676 5.425043e-08 0
  0.480668  11.917082 3105.153995 5.278420e-08 0
  0.478527  11.637897 3105.195328 5.131797e-08 0
  0.476754  11.346970 3105.255986 4.985175e-08 0
  0.474104  11.074991 3105.306268 4.838552e-08 0
  0.471796  10.792007 3105.351616 4.691929e-08 0
  0.467730  10.545912 3105.382570 4.545306e-08 0
  0.463542  10.297909 3105.413362 4.398684e-08 0
  0.459415  10.043828 3105.455460 4.252061e-08 0
  0.455342   9.784103 3105.501220 4.105438e-08 0
  0.451490   9.514731 3105.560319 3.958815e-08 0
  0.443541   9.326238 3105.627167 3.812192e-08 0
  0.410619   9.683866 3105.754044 3.665570e-08 1
  0.363727  10.487369 3105.990220 3.518947e-08 1
  0.325468  11.244068 3106.037980 3.372324e-08 1
  0.292955  11.949457 3106.058166 3.225701e-08 1
  0.263992  12.657719 3106.080395 3.079078e-08 1
  0.238125  13.364654 3106.085878 2.932456e-08 1
  0.214710  14.081009 3106.089274 2.785833e-08 1
  0.193939  14.768711 3106.069739 2.639210e-08 1
  0.175149  15.444497 3106.070442 2.492587e-08 1
  0.157761  16.138201 3106.053694 2.345964e-08 1
  0.142501  16.749674 3106.031692 2.199342e-08 1
  0.128213  17.375260 3106.025793 2.052719e-08 1
  0.114821  18.015942 3106.014815 1.906096e-08 1
  0.102713  18.590327 3105.973264 1.759473e-08 1
  0.091554  19.118255 3105.963309 1.612851e-08 1
  0.080509  19.764757 3105.935129 1.466228e-08 1
  0.070675  20.263273 3105.928036 1.319605e-08 1
  0.061356  20.747320 3105.885352 1.172982e-08 1
  0.052371  21.268623 3105.905784 1.026359e-08 1
  0.044123  21.638091 3105.900300 8.797367e-09 1
  0.036219  21.966927 3105.941791 7.331139e-09 0
  0.028685  22.186599 3106.103084 5.864911e-09 0
  0.021459  22.244997 3106.046945 4.398684e-09 0
  0.014234  22.357812 3106.098149 2.932456e-09 0
  0.007531  21.089594 3106.747100 1.466228e-09 0
  0.007258  21.915287 3107.039210 1.466228e-09 0
