# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.001971 153.153545 1607.233124 3.084493e-10 0
  0.004551 132.597791 1601.353900 6.168985e-10 0
  0.007372 123.483366 1602.719527 9.253478e-10 0
  0.010082 120.207665 1599.816340 1.233797e-09 1
  0.013048 116.259498 1598.762968 1.542246e-09 1
  0.016278 111.856286 1598.839494 1.850696e-09 1
  0.019379 109.612785 1598.507477 2.159145e-09 1
  0.022640 107.234621 1598.608198 2.467594e-09 1
  0.026356 103.614673 1597.921837 2.776043e-09 1
  0.030212 100.450613 1598.193830 3.084493e-09 1
  0.034033  98.081099 1597.628439 3.392942e-09 1
  0.038867  93.697630 1597.533164 3.701391e-09 1
  0.043333  91.043480 1597.537173 4.009841e-09 1
  0.048254  88.048452 1597.388137 4.318290e-09 1
  0.053947  84.382106 1597.161839 4.626739e-09 1
  0.060000  80.926478 1597.229716 4.935188e-09 1
  0.066257  77.865401 1597.086288 5.243638e-09 1
  0.073476  74.345050 1597.006492 5.552087e-09 1
  0.081063  71.131079 1596.849476 5.860536e-09 1
  0.089746  67.629222 1596.778235 6.168985e-09 1
  0.098872  64.456555 1596.691859 6.477435e-09 1
  0.108691  61.426087 1596.530599 6.785884e-09 1
  0.119142  58.584956 1596.355058 7.094333e-09 1
  0.130494  55.813407 1596.210306 7.402782e-09 1
  0.142276  53.325186 1595.982659 7.711232e-09 1
  0.154139  51.189848 1595.748442 8.019681e-09 1
  0.166145  49.317603 1595.483791 8.328130e-09 1
  0.173920  48.857402 1595.257771 8.636580e-09 0
  0.176953  49.735653 1594.930842 8.945029e-09 0
  0.179150  50.819634 1594.631819 9.253478e-09 0
  0.180708  52.060696 1594.373026 9.561927e-09 0
  0.181612  53.472887 1594.085364 9.870377e-09 0
  0.182662  54.826362 1593.868336 1.017883e-08 0
  0.183706  56.166361 1593.691936 1.048728e-08 0
  0.184489  57.572761 1593.524500 1.079572e-08 0
  0.185498  58.894555 1593.446226 1.110417e-08 0
  0.186122  60.329220 1593.251746 1.141262e-08 0
  0.186812  61.730850 1593.070643 1.172107e-08 0
  0.187529  63.113262 1592.862743 1.202952e-08 0
  0.188489  64.401637 1592.709428 1.233797e-08 0
  0.189121  65.791140 1592.545544 1.264642e-08 0
  0.190399  66.943595 1592.371574 1.295487e-08 0
  0.191405  68.177444 1592.172763 1.326332e-08 0
  0.192531  69.354911 1592.000556 1.357177e-08 0
  0.193753  70.483886 1591.821883 1.388022e-08 0
  0.195164  71.529470 1591.660038 1.418867e-08 0
  0.196084  72.741616 1591.429539 1.449712e-08 0
  0.197409  73.790593 1591.261879 1.480557e-08 0
  0.198357  74.967775 1591.121367 1.511401e-08 0
  0.199675  75.992870 1591.006049 1.542246e-08 0
  0.200895  77.042321 1590.818378 1.573091e-08 0
  0.202676  77.862543 1590.597552 1.603936e-08 0
  0.204381  78.698116 1590.361936 1.634781e-08 0
  0.205738  79.653817 1590.278819 1.665626e-08 0
  0.207258  80.533772 1590.188506 1.696471e-08 0
  0.208504  81.508039 1590.099999 1.727316e-08 0
  0.209822  82.442606 1589.923594 1.758161e-08 0
  0.211196  83.343301 1589.802307 1.789006e-08 0
  0.212568  84.233009 1589.607710 1.819851e-08 0
  0.213877  85.136539 1589.498124 1.850696e-08 0
  0.214889  86.147287 1589.253303 1.881540e-08 0
  0.215808  87.186967 1589.068877 1.912385e-08 0
  0.216905  88.142751 1588.627595 1.943230e-08 0
  0.217491  89.303225 1588.466858 1.974075e-08 0
  0.218279  90.370959 1588.338364 2.004920e-08 0
  0.218876  91.511166 1588.236294 2.035765e-08 0
  0.219181  92.768413 1588.119227 2.066610e-08 0
  0.219906  93.842408 1587.977122 2.097455e-08 0
  0.219994  95.184688 1587.924320 2.128300e-08 0
  0.220175  96.484638 1587.997974 2.159145e-08 0
  0.220088  96.522740 1587.970912 2.159145e-08 0
