# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.002118 366.928121 1597.427869 8.143279e-10 0
  0.005075 315.183626 1611.052988 1.628656e-09 0
  0.007984 299.953960 1603.555590 2.442984e-09 0
  0.011055 289.534774 1603.292935 3.257312e-09 1
  0.014327 278.684241 1595.946969 4.071640e-09 1
  0.017730 270.842710 1598.170055 4.885968e-09 1
  0.021126 265.185886 1600.100729 5.700296e-09 1
  0.024713 259.017163 1597.808923 6.514624e-09 1
  0.028740 250.612816 1596.753213 7.328952e-09 1
  0.032920 243.113908 1596.213395 8.143279e-09 1
  0.037478 234.910168 1596.605061 8.957607e-09 1
  0.042398 226.526512 1596.098914 9.771935e-09 1
  0.047280 220.063030 1595.754988 1.058626e-08 1
  0.053277 210.311406 1595.727533 1.140059e-08 1
  0.059462 201.892516 1595.426679 1.221492e-08 1
  0.066031 193.923149 1595.136193 1.302925e-08 1
  0.073481 185.138088 1595.123198 1.384358e-08 1
  0.081412 176.919269 1595.177756 1.465790e-08 1
  0.090331 168.307909 1595.011952 1.547223e-08 1
  0.100196 159.717316 1594.777296 1.628656e-08 1
  0.110665 151.817927 1594.728480 1.710089e-08 1
  0.122296 143.924242 1594.422773 1.791521e-08 1
  0.135075 136.218131 1594.185391 1.872954e-08 1
  0.148341 129.424348 1593.881412 1.954387e-08 1
  0.162388 123.146483 1593.585392 2.035820e-08 1
  0.173522 119.868542 1593.005856 2.117253e-08 0
  0.178386 121.092011 1592.329397 2.198685e-08 0
  0.181101 123.688997 1591.791438 2.280118e-08 0
  0.183400 126.491464 1591.433010 2.361551e-08 0
  0.185429 129.428318 1591.002318 2.442984e-08 0
  0.187768 132.082406 1590.521477 2.524417e-08 0
  0.190746 134.217754 1590.027118 2.605849e-08 0
  0.193723 136.287168 1589.525256 2.687282e-08 0
  0.197132 137.991304 1589.014727 2.768715e-08 0
  0.200264 139.813919 1588.786365 2.850148e-08 0
  0.204145 141.082289 1588.446040 2.931581e-08 0
  0.207907 142.374058 1588.192755 3.013014e-08 0
  0.211313 143.880559 1587.686576 3.094446e-08 0
  0.213833 145.937827 1586.990839 3.175879e-08 0
  0.215646 148.397871 1586.806768 3.257312e-08 0
  0.217364 150.925662 1586.276419 3.338745e-08 0
  0.217857 154.244745 1586.056101 3.420177e-08 0
  0.218099 157.704232 1586.519315 3.501610e-08 0
  0.218545 161.085877 1586.334012 3.583043e-08 0
  0.219244 164.228925 1586.092956 3.664476e-08 0
  0.219585 167.602636 1586.238113 3.745909e-08 0
  0.220312 170.678329 1586.514826 3.827341e-08 0
  0.220639 174.066229 1586.586990 3.908774e-08 0
  0.221222 177.237337 1586.477902 3.990207e-08 0
  0.221651 180.509790 1586.334138 4.071640e-08 0
  0.222434 183.479939 1586.055285 4.153073e-08 0
  0.222906 186.679414 1585.916230 4.234505e-08 0
  0.222721 190.385966 1586.785244 4.315938e-08 0
  0.223742 193.150806 1586.313008 4.397371e-08 0
  0.224244 196.286494 1585.971518 4.478804e-08 0
  0.224846 199.318860 1585.773266 4.560236e-08 0
  0.224904 202.800616 1586.406966 4.641669e-08 0
  0.226111 205.287375 1586.206416 4.723102e-08 0
  0.226469 208.487598 1586.433094 4.804535e-08 0
  0.226959 211.573432 1586.397677 4.885968e-08 0
  0.228411 213.742991 1585.831649 4.967400e-08 0
  0.229564 216.156707 1585.196186 5.048833e-08 0
  0.230793 218.475004 1584.370123 5.130266e-08 0
  0.231765 221.004604 1584.400829 5.211699e-08 0
  0.232960 223.313121 1583.865620 5.293132e-08 0
  0.234277 225.475207 1582.873351 5.374565e-08 0
  0.235741 227.469770 1582.229188 5.455997e-08 0
  0.236867 229.768105 1581.583895 5.537430e-08 0
  0.238016 232.021449 1581.151076 5.618863e-08 0
  0.238395 235.007863 1581.056998 5.700296e-08 0
  0.238295 235.107377 1580.972872 5.700296e-08 0
