# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.002631  75.368525 6758.075907 3.074649e-09 0
  0.005317  74.471276 6760.864926 6.149297e-09 0
  0.008247  72.183818 6760.092820 9.223946e-09 0
  0.010920  72.665691 6761.417575 1.229859e-08 1
  0.014525  68.322108 6761.756947 1.537324e-08 1
  0.017927  66.423775 6761.291663 1.844789e-08 1
  0.021174  65.614071 6761.669638 2.152254e-08 1
  0.024656  64.401633 6761.913483 2.459719e-08 1
  0.028742  62.152908 6761.815413 2.767184e-08 1
  0.032851  60.420990 6761.898116 3.074649e-08 1
  0.037167  58.744260 6761.856666 3.382113e-08 1
  0.041455  57.453598 6761.506977 3.689578e-08 1
  0.045903  56.212477 6761.440527 3.997043e-08 1
  0.051550  53.905379 6761.376233 4.304508e-08 1
  0.057199  52.049537 6761.567938 4.611973e-08 1
  0.063098  50.329696 6761.723930 4.919438e-08 1
  0.069451  48.585044 6761.646902 5.226902e-08 1
  0.076869  46.478979 6761.542570 5.534367e-08 1
  0.084295  44.738901 6761.515696 5.841832e-08 1
  0.093055  42.659425 6761.572087 6.149297e-08 1
  0.102393  40.708169 6761.431811 6.456762e-08 1
  0.112258  38.899226 6761.339705 6.764227e-08 1
  0.124039  36.804435 6761.347144 7.071692e-08 1
  0.137193  34.722914 6761.258885 7.379157e-08 1
  0.151868  32.674490 6761.158405 7.686621e-08 1
  0.168485  30.629874 6761.028454 7.994086e-08 0
  0.186557  28.725925 6760.818233 8.301551e-08 0
  0.197867  28.084249 6760.496775 8.609016e-08 0
  0.200859  28.655585 6760.227864 8.916481e-08 0
  0.203308  29.287413 6759.988922 9.223945e-08 0
  0.205492  29.942021 6759.746263 9.531411e-08 0
  0.205621  30.881170 6759.283537 9.838875e-08 0
  0.193209  33.682371 6757.262837 1.014634e-07 0
  0.168907  39.271863 6753.485764 1.045380e-07 0
  0.122667  55.556134 6747.889042 1.076127e-07 0
  0.054193 125.548324 6765.253624 1.093792e-07 0
  0.207396  30.755388 6759.401698 1.063045e-07 0
