# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.151640  14.012444 1582.606198 5.512710e-09 0
  0.150631  13.904378 1582.667476 5.433957e-09 0
  0.151167  13.654011 1582.744720 5.355204e-09 0
  0.150518  13.511536 1582.805914 5.276451e-09 0
  0.150466  13.314374 1582.868904 5.197698e-09 0
  0.149958  13.157154 1582.927663 5.118945e-09 0
  0.150132  12.939523 1582.997219 5.040192e-09 0
  0.149747  12.770528 1583.037862 4.961439e-09 0
  0.149555  12.583436 1583.108287 4.882686e-09 0
  0.149496  12.385423 1583.172624 4.803933e-09 0
  0.149054  12.218175 1583.253501 4.725180e-09 0
  0.148692  12.043340 1583.349428 4.646427e-09 0
  0.148491  11.856415 1583.386153 4.567674e-09 0
  0.148151  11.678525 1583.436129 4.488921e-09 0
  0.148208  11.468856 1583.504219 4.410168e-09 0
  0.148001  11.280342 1583.542253 4.331415e-09 0
  0.148200  11.059738 1583.613864 4.252662e-09 0
  0.147717  10.890748 1583.667127 4.173909e-09 0
  0.147687  10.687648 1583.704938 4.095156e-09 0
  0.147662  10.483170 1583.778040 4.016403e-09 0
  0.147059  10.320107 1583.837450 3.937650e-09 0
  0.146990  10.118548 1583.888737 3.858897e-09 0
  0.146734   9.929392 1583.935593 3.780144e-09 0
  0.146888   9.712189 1583.989713 3.701391e-09 0
  0.146682   9.518749 1584.049270 3.622638e-09 0
  0.145933   9.360016 1584.086304 3.543885e-09 0
  0.146148   9.138152 1584.143440 3.465132e-09 0
  0.146179   8.928130 1584.213955 3.386379e-09 0
  0.145232   8.778064 1584.254334 3.307626e-09 0
  0.145403   8.558812 1584.304722 3.228873e-09 0
  0.144854   8.381894 1584.342941 3.150120e-09 0
  0.144937   8.167504 1584.389615 3.071367e-09 0
  0.144376   7.989099 1584.430350 2.992614e-09 0
  0.144297   7.782768 1584.483388 2.913861e-09 0
  0.143674   7.605221 1584.536447 2.835108e-09 0
  0.143229   7.417211 1584.577833 2.756355e-09 0
  0.143416   7.195590 1584.628828 2.677602e-09 0
  0.142579   7.025042 1584.675559 2.598849e-09 0
  0.142214   6.829289 1584.733044 2.520096e-09 0
  0.141823   6.634430 1584.777372 2.441343e-09 0
  0.142166   6.404434 1584.835748 2.362590e-09 0
  0.141963   6.200110 1584.883487 2.283837e-09 0
  0.140819   6.034980 1584.928771 2.205084e-09 0
  0.140660   5.823575 1585.022666 2.126331e-09 0
  0.139447   5.656901 1585.108879 2.047578e-09 0
  0.132546   5.715415 1585.274498 1.968825e-09 1
  0.124728   5.832364 1585.426581 1.890072e-09 1
  0.116125   6.006939 1585.547516 1.811319e-09 1
  0.107094   6.232129 1585.649542 1.732566e-09 1
  0.098194   6.488272 1585.753350 1.653813e-09 1
  0.089319   6.795355 1585.825521 1.575060e-09 1
  0.081347   7.088956 1585.882231 1.496307e-09 1
  0.073243   7.459179 1585.935925 1.417554e-09 1
  0.065707   7.853181 1585.976796 1.338801e-09 1
  0.058880   8.248488 1586.001010 1.260048e-09 1
  0.052391   8.690782 1585.981185 1.181295e-09 1
  0.047385   8.968267 1586.008999 1.102542e-09 1
  0.040537   9.734658 1586.003073 1.023789e-09 1
  0.035569  10.240734 1586.040822 9.450361e-10 1
  0.031558  10.580492 1586.067082 8.662831e-10 1
  0.027024  11.231635 1586.146410 7.875300e-10 1
  0.023034  11.860327 1586.156568 7.087770e-10 1
  0.019666  12.347153 1586.234808 6.300240e-10 1
  0.016749  12.684786 1586.132826 5.512710e-10 1
  0.013235  13.753783 1586.367921 4.725180e-10 1
  0.010770  14.089790 1586.496803 3.937650e-10 0
  0.008070  15.040506 1586.307890 3.150120e-10 0
  0.005851  15.510237 1586.958948 2.362590e-10 0
  0.003326  18.055916 1588.326528 1.575060e-10 0
  0.000662  42.196245 1597.344546 7.875300e-11 0
  0.000324 -61.757864 1634.078200 7.875300e-11 0
