# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.571778  11.644778 3770.486197 8.422196e-08 0
  0.570301  11.508357 3770.516491 8.301879e-08 0
  0.570131  11.344947 3770.541910 8.181562e-08 0
  0.568569  11.208802 3770.581793 8.061245e-08 0
  0.567601  11.060000 3770.655786 7.940928e-08 0
  0.566137  10.920948 3770.681711 7.820611e-08 0
  0.561649  10.838864 3770.704649 7.700294e-08 0
  0.561148  10.679038 3770.731828 7.579977e-08 0
  0.557543  10.577447 3770.771477 7.459660e-08 0
  0.558302  10.392708 3770.789923 7.339343e-08 0
  0.556053  10.263694 3770.818010 7.219025e-08 0
  0.555513  10.102388 3770.827389 7.098708e-08 0
  0.554272   9.953416 3770.867766 6.978391e-08 0
  0.553034   9.803689 3770.908231 6.858074e-08 0
  0.549304   9.697149 3770.929277 6.737757e-08 0
  0.547140   9.561500 3770.980561 6.617440e-08 0
  0.545958   9.408108 3771.013932 6.497123e-08 0
  0.542890   9.285829 3771.003573 6.376806e-08 0
  0.542651   9.114666 3771.060091 6.256489e-08 0
  0.536014   9.050279 3771.074620 6.136172e-08 0
  0.533551   8.913750 3771.112363 6.015855e-08 0
  0.531474   8.769662 3771.135911 5.895537e-08 0
  0.528254   8.642960 3771.178798 5.775220e-08 0
  0.525820   8.501972 3771.228742 5.654903e-08 0
  0.520372   8.408139 3771.282919 5.534586e-08 0
  0.519106   8.243106 3771.318186 5.412629e-08 0
  0.514821   8.124336 3771.364053 5.290671e-08 0
  0.511860   7.982869 3771.415810 5.168713e-08 0
  0.509211   7.835264 3771.447859 5.046755e-08 0
  0.505080   7.707939 3771.513950 4.924797e-08 0
  0.501827   7.566319 3771.539360 4.802839e-08 0
  0.498790   7.418575 3771.602234 4.680882e-08 0
  0.497444   7.244794 3771.665394 4.558924e-08 0
  0.497318   7.053001 3771.716763 4.436966e-08 0
  0.496244   6.874233 3771.747810 4.315008e-08 0
  0.492209   6.734494 3771.794718 4.193051e-08 0
  0.496498   6.481803 3771.854559 4.071093e-08 0
  0.493905   6.320921 3771.900315 3.949135e-08 0
  0.491348   6.157572 3771.946563 3.827177e-08 0
  0.491732   5.956578 3771.996550 3.705220e-08 0
  0.490944   5.769806 3772.042706 3.583262e-08 0
  0.489212   5.593019 3772.093263 3.461304e-08 0
  0.483799   5.455913 3772.155966 3.339346e-08 0
  0.482466   5.271991 3772.157625 3.217388e-08 0
  0.445821   5.487402 3772.239641 3.095431e-08 1
  0.390306   6.021710 3772.309964 2.973473e-08 1
  0.344732   6.539359 3772.319876 2.851515e-08 1
  0.305998   7.051657 3772.373278 2.729557e-08 1
  0.269428   7.651359 3772.398310 2.607600e-08 1
  0.241389   8.140594 3772.441064 2.485642e-08 1
  0.214598   8.707552 3772.432964 2.363684e-08 1
  0.189748   9.339867 3772.429927 2.241726e-08 1
  0.173798   9.642351 3772.437756 2.119768e-08 1
  0.153414  10.294722 3772.420456 1.997811e-08 1
  0.137815  10.760740 3772.462354 1.875853e-08 1
  0.124334  11.152085 3772.486683 1.753895e-08 1
  0.109780  11.751433 3772.445752 1.631937e-08 1
  0.099228  12.030079 3772.433816 1.509979e-08 1
  0.087607  12.524782 3772.537570 1.388022e-08 1
  0.078171  12.803945 3772.533411 1.266064e-08 1
  0.068701  13.165682 3772.564291 1.144106e-08 1
  0.059830  13.495792 3772.332116 1.022148e-08 1
  0.050360  14.131020 3772.308505 9.001906e-09 1
  0.042554  14.457808 3772.378619 7.782328e-09 1
  0.035243  14.715723 3772.209551 6.562750e-09 1
  0.027759  15.211112 3772.397027 5.342079e-09 0
  0.020269  16.067018 3772.699552 4.121407e-09 0
  0.012658  17.951945 3771.524090 2.900736e-09 0
  0.007125  18.479629 3772.758958 1.680064e-09 0
  0.005325  17.731939 3774.716598 1.220672e-09 0
  0.004485  21.503397 3775.176562 1.220672e-09 0
