# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.704554   8.643454 3103.419196 5.681154e-08 0
  0.703423   8.533610 3103.430264 5.599995e-08 0
  0.702865   8.416585 3103.444456 5.518836e-08 0
  0.701452   8.309542 3103.456147 5.437676e-08 0
  0.700065   8.201723 3103.469005 5.356517e-08 0
  0.698597   8.094422 3103.481817 5.275357e-08 0
  0.696894   7.989331 3103.498350 5.194198e-08 0
  0.694416   7.892548 3103.515925 5.113039e-08 0
  0.690977   7.805886 3103.537043 5.031879e-08 0
  0.687786   7.715656 3103.554713 4.950720e-08 0
  0.684809   7.622168 3103.571146 4.869561e-08 0
  0.681329   7.533377 3103.590369 4.788401e-08 0
  0.677350   7.449184 3103.610073 4.707242e-08 0
  0.674143   7.355613 3103.626674 4.626083e-08 0
  0.671632   7.253562 3103.644952 4.544923e-08 0
  0.668683   7.155412 3103.665474 4.463764e-08 0
  0.665155   7.062549 3103.687815 4.382605e-08 0
  0.662149   6.963264 3103.707647 4.301445e-08 0
  0.659785   6.856385 3103.725238 4.220286e-08 0
  0.657189   6.751085 3103.742839 4.139127e-08 0
  0.654485   6.646093 3103.757126 4.057967e-08 0
  0.652264   6.535342 3103.772099 3.976808e-08 0
  0.649226   6.431886 3103.789550 3.895649e-08 0
  0.646192   6.327503 3103.802908 3.814489e-08 0
  0.642984   6.223747 3103.817804 3.733330e-08 0
  0.640431   6.112753 3103.829602 3.652171e-08 0
  0.638169   5.998080 3103.842769 3.571011e-08 0
  0.635929   5.882425 3103.854727 3.489852e-08 0
  0.633225   5.770149 3103.867272 3.408693e-08 0
  0.630982   5.652772 3103.880717 3.327533e-08 0
  0.628560   5.536172 3103.891601 3.246374e-08 0
  0.626080   5.419110 3103.905108 3.165215e-08 0
  0.623982   5.297913 3103.918562 3.084055e-08 0
  0.621103   5.182356 3103.934839 3.002896e-08 0
  0.617702   5.069976 3103.955119 2.921737e-08 0
  0.613453   4.963274 3103.975330 2.840577e-08 0
  0.608312   4.862218 3103.994837 2.759418e-08 0
  0.582391   4.928626 3104.036620 2.678258e-08 1
  0.545049   5.106736 3104.079057 2.597099e-08 1
  0.507846   5.309935 3104.111969 2.515940e-08 1
  0.472399   5.524413 3104.139273 2.434780e-08 1
  0.439040   5.746172 3104.161291 2.353621e-08 1
  0.408550   5.962169 3104.177990 2.272462e-08 1
  0.379474   6.189794 3104.192860 2.191302e-08 1
  0.352399   6.418515 3104.206365 2.110143e-08 1
  0.327035   6.650359 3104.216141 2.028984e-08 1
  0.303567   6.877900 3104.225506 1.947824e-08 1
  0.281538   7.107089 3104.232326 1.866665e-08 1
  0.261363   7.322877 3104.235239 1.785506e-08 1
  0.242676   7.528263 3104.234561 1.704346e-08 1
  0.224315   7.756651 3104.235862 1.623187e-08 1
  0.207110   7.980989 3104.231882 1.542028e-08 1
  0.190922   8.202008 3104.231210 1.460868e-08 1
  0.176045   8.400952 3104.228954 1.379709e-08 1
  0.161804   8.602689 3104.224659 1.298549e-08 1
  0.148186   8.806197 3104.211977 1.217390e-08 1
  0.135350   8.998556 3104.211917 1.136231e-08 1
  0.122330   9.245092 3104.186223 1.055072e-08 1
  0.110540   9.444173 3104.177360 9.739122e-09 1
  0.099535   9.614378 3104.165311 8.927528e-09 1
  0.088813   9.795540 3104.153491 8.115935e-09 1
  0.078724   9.945763 3104.148872 7.304341e-09 1
  0.068931  10.096748 3104.138016 6.492748e-09 1
  0.059291  10.270854 3104.150659 5.681154e-09 0
  0.050227  10.392254 3104.117631 4.869561e-09 0
  0.041713  10.427881 3104.127986 4.057967e-09 0
  0.032821  10.602460 3104.104370 3.246374e-09 0
  0.024345  10.720450 3104.101054 2.434780e-09 0
  0.016447  10.577884 3104.175423 1.623187e-09 0
  0.008464  10.259057 3104.483187 8.115934e-10 0
  0.008262  10.518867 3104.243451 8.115934e-10 0
