# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.000588 221.994430 1553.367991 2.707135e-10 0
  0.002906  12.661645 1592.246059 5.414269e-10 0
  0.007010  62.674811 1592.969039 8.121404e-10 0
  0.010013  58.709067 1592.143580 1.082854e-09 1
  0.012753  57.603681 1590.968842 1.353567e-09 1
  0.016136  54.653490 1590.151864 1.624281e-09 1
  0.020039  51.335239 1589.254954 1.894994e-09 1
  0.023725  49.560068 1589.965053 2.165708e-09 1
  0.028381  46.629977 1589.940892 2.436421e-09 1
  0.032390  45.390569 1590.300269 2.707135e-09 1
  0.036829  43.893270 1589.482781 2.977848e-09 1
  0.041704  42.300837 1589.879365 3.248561e-09 1
  0.048370  39.519195 1589.631137 3.519275e-09 1
  0.054521  37.757186 1589.701734 3.789988e-09 1
  0.060603  36.393252 1589.400643 4.060702e-09 1
  0.068664  34.255753 1589.688544 4.331415e-09 1
  0.076955  32.483649 1589.539597 4.602129e-09 1
  0.086410  30.630621 1589.516254 4.872842e-09 1
  0.096532  28.942379 1589.417487 5.143556e-09 1
  0.106923  27.503834 1589.435714 5.414269e-09 1
  0.117713  26.232934 1589.344412 5.684983e-09 1
  0.130574  24.775333 1589.201187 5.955696e-09 1
  0.142755  23.691260 1589.111659 6.226409e-09 1
  0.155098  22.753805 1588.957063 6.497123e-09 1
  0.167807  21.906791 1588.794785 6.767836e-09 0
  0.173576  22.025498 1588.608642 7.038549e-09 0
  0.174282  22.780598 1588.489983 7.309263e-09 0
  0.175536  23.455422 1588.415575 7.579977e-09 0
  0.176922  24.102882 1588.303848 7.850690e-09 0
  0.177865  24.801440 1588.122219 8.121404e-09 0
  0.178190  25.581804 1587.987887 8.392117e-09 0
  0.178727  26.327603 1587.844858 8.662831e-09 0
  0.179366  27.053714 1587.728994 8.933544e-09 0
  0.180189  27.746020 1587.656215 9.204257e-09 0
  0.180339  28.538546 1587.561821 9.474971e-09 0
  0.180916  29.260151 1587.494327 9.745684e-09 0
  0.180615  30.123020 1587.433666 1.001640e-08 0
  0.181701  30.752131 1587.380343 1.028711e-08 0
  0.181795  31.545126 1587.331983 1.055782e-08 0
  0.182143  32.292013 1587.295355 1.082854e-08 0
  0.183002  32.944353 1587.193919 1.109925e-08 0
  0.183631  33.631963 1587.147617 1.136997e-08 0
  0.184021  34.360164 1587.045169 1.164068e-08 0
  0.184055  35.152551 1586.963337 1.191139e-08 0
  0.184528  35.859393 1586.877936 1.218211e-08 0
  0.184684  36.625267 1586.815685 1.245282e-08 0
  0.184894  37.379108 1586.696814 1.272353e-08 0
  0.185565  38.036181 1586.632326 1.299425e-08 0
  0.186021  38.733156 1586.607350 1.326496e-08 0
  0.186483  39.426017 1586.522447 1.353567e-08 0
  0.187221  40.055311 1586.549924 1.380639e-08 0
  0.187197  40.846162 1586.341200 1.407710e-08 0
  0.188020  41.449918 1586.286840 1.434781e-08 0
  0.188771  42.064089 1586.189220 1.461853e-08 0
  0.189580  42.660278 1586.069272 1.488924e-08 0
  0.189984  43.343502 1585.950221 1.515995e-08 0
  0.190873  43.911979 1585.833265 1.543067e-08 0
  0.191284  44.586366 1585.717297 1.570138e-08 0
  0.192364  45.100571 1585.672928 1.597209e-08 0
  0.193041  45.703792 1585.523572 1.624281e-08 0
  0.193794  46.285101 1585.416335 1.651352e-08 0
  0.193956  47.004618 1585.321342 1.678423e-08 0
  0.195083  47.486970 1585.225585 1.705495e-08 0
  0.195803  48.063190 1585.114748 1.732566e-08 0
  0.196142  48.729681 1585.001503 1.759637e-08 0
  0.196876  49.294911 1584.902082 1.786709e-08 0
  0.197974  49.764383 1584.852749 1.813780e-08 0
  0.198954  50.258312 1584.753967 1.840851e-08 0
  0.200404  50.628140 1584.601033 1.867923e-08 0
  0.201422  51.101649 1584.407889 1.894994e-08 0
  0.199764  50.789324 1584.572880 1.867923e-08 0
