# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.199764  50.789324 1584.572880 1.867923e-08 0
  0.198593  50.349158 1584.666721 1.840851e-08 0
  0.197757  49.817047 1584.861938 1.813780e-08 0
  0.196754  49.324902 1584.978444 1.786709e-08 0
  0.196114  48.736632 1585.007246 1.759637e-08 0
  0.195310  48.183393 1585.139366 1.732566e-08 0
  0.194473  47.635444 1585.189493 1.705495e-08 0
  0.194333  46.912621 1585.277242 1.678423e-08 0
  0.193743  46.296790 1585.339880 1.651352e-08 0
  0.192790  45.761521 1585.490657 1.624281e-08 0
  0.191959  45.194337 1585.598468 1.597209e-08 0
  0.191296  44.581981 1585.717867 1.570138e-08 0
  0.190687  43.952915 1585.849775 1.543067e-08 0
  0.189900  43.360616 1585.990304 1.515995e-08 0
  0.189351  42.710799 1586.064887 1.488924e-08 0
  0.188516  42.118489 1586.218683 1.461853e-08 0
  0.187998  41.454057 1586.263216 1.434781e-08 0
  0.187669  40.740785 1586.431442 1.407710e-08 0
  0.186960  40.111247 1586.466357 1.380639e-08 0
  0.186405  39.440479 1586.581417 1.353567e-08 0
  0.185946  38.748281 1586.622546 1.326496e-08 0
  0.186123  37.921973 1586.610365 1.299425e-08 0
  0.185310  37.293596 1586.675416 1.272353e-08 0
  0.185196  36.521157 1586.801332 1.245282e-08 0
  0.184785  35.807367 1586.895152 1.218211e-08 0
  0.184235  35.116816 1586.953658 1.191139e-08 0
  0.183856  34.388558 1587.049969 1.164068e-08 0
  0.183616  33.633253 1587.109366 1.136997e-08 0
  0.183130  32.919669 1587.161483 1.109925e-08 0
  0.182664  32.198338 1587.226747 1.082854e-08 0
  0.181890  31.525877 1587.333537 1.055782e-08 0
  0.181548  30.776615 1587.377862 1.028711e-08 0
  0.181448  29.982951 1587.430352 1.001640e-08 0
  0.181077  29.231261 1587.520597 9.745684e-09 0
  0.180452  28.518719 1587.568124 9.474971e-09 0
  0.180008  27.771672 1587.634919 9.204257e-09 0
  0.179547  27.023689 1587.708261 8.933544e-09 0
  0.179024  26.278210 1587.864667 8.662831e-09 0
  0.178441  25.539985 1588.018084 8.392117e-09 0
  0.177602  24.832797 1588.163819 8.121404e-09 0
  0.177140  24.068573 1588.278972 7.850690e-09 0
  0.175790  23.416154 1588.413529 7.579977e-09 0
  0.174606  22.735346 1588.478137 7.309263e-09 0
  0.173387  22.046258 1588.567229 7.038549e-09 0
  0.165888  22.149152 1588.804169 6.767836e-09 1
  0.154050  22.902272 1588.957012 6.497123e-09 1
  0.141852  23.836339 1589.100200 6.226409e-09 1
  0.129641  24.950051 1589.192180 5.955696e-09 1
  0.117371  26.304532 1589.329976 5.684983e-09 1
  0.106198  27.690500 1589.385764 5.414269e-09 1
  0.095100  29.376402 1589.430912 5.143556e-09 1
  0.085825  30.838395 1589.463466 4.872842e-09 1
  0.076766  32.560424 1589.573804 4.602129e-09 1
  0.068282  34.452995 1589.699755 4.331415e-09 1
  0.060867  36.234000 1589.857801 4.060702e-09 1
  0.054152  38.015540 1589.662140 3.789988e-09 1
  0.047799  39.990694 1589.736182 3.519275e-09 1
  0.041927  42.086207 1589.673738 3.248561e-09 1
  0.036880  43.857979 1589.671969 2.977848e-09 1
  0.032436  45.331352 1589.877702 2.707135e-09 1
  0.027327  48.427787 1589.915339 2.436421e-09 1
  0.023831  49.361674 1589.720340 2.165708e-09 1
  0.019783  52.019064 1590.241532 1.894994e-09 1
  0.016406  53.778451 1590.226585 1.624281e-09 1
  0.012826  57.318497 1590.641183 1.353567e-09 1
  0.010284  57.108888 1592.228636 1.082854e-09 1
  0.007096  62.153561 1592.897331 8.121404e-10 0
  0.004082  72.016411 1591.850126 5.414269e-10 0
  0.001603  79.602513 1614.642208 2.707135e-10 0
  0.000519 263.654416 1563.157413 2.707135e-10 0
