# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.000824 142.963394 1592.445574 2.214928e-10 0
  0.004020  58.716513 1597.964551 4.429857e-10 0
  0.005705  61.358811 1590.840678 6.644785e-10 0
  0.009702  49.354361 1592.483639 8.859713e-10 0
  0.012353  48.490862 1591.063849 1.107464e-09 1
  0.015475  46.509995 1590.268068 1.328957e-09 1
  0.018722  44.875720 1590.213066 1.550450e-09 1
  0.022787  42.137518 1590.334011 1.771943e-09 1
  0.026385  40.934745 1589.931818 1.993435e-09 1
  0.030802  38.966962 1589.907503 2.214928e-09 1
  0.035135  37.576911 1589.971392 2.436421e-09 1
  0.040362  35.683706 1590.071874 2.657914e-09 1
  0.046146  33.811693 1589.850865 2.879407e-09 1
  0.051936  32.354642 1589.794009 3.100899e-09 1
  0.058444  30.805311 1589.781964 3.322393e-09 1
  0.065338  29.391646 1589.757269 3.543885e-09 1
  0.073534  27.747629 1589.774653 3.765378e-09 1
  0.081833  26.400816 1589.680522 3.986871e-09 1
  0.090471  25.206763 1589.630698 4.208364e-09 1
  0.100533  23.877236 1589.640244 4.429857e-09 1
  0.111376  22.630867 1589.558772 4.651349e-09 1
  0.123147  21.442414 1589.469783 4.872842e-09 1
  0.134370  20.544743 1589.380309 5.094335e-09 1
  0.146601  19.649216 1589.247781 5.315828e-09 1
  0.158604  18.918915 1589.123599 5.537321e-09 1
  0.169607  18.399140 1588.985726 5.758813e-09 0
  0.173931  18.630843 1588.796972 5.980306e-09 0
  0.174344  19.276298 1588.693455 6.201799e-09 0
  0.175491  19.834290 1588.635675 6.423292e-09 0
  0.176826  20.363428 1588.551155 6.644785e-09 0
  0.177259  20.990724 1588.456998 6.866278e-09 0
  0.178031  21.573743 1588.332776 7.087770e-09 0
  0.178198  22.227137 1588.205370 7.309263e-09 0
  0.178600  22.849263 1588.112277 7.530756e-09 0
  0.179422  23.413374 1587.978247 7.752249e-09 0
  0.179367  24.089965 1587.887346 7.973741e-09 0
  0.179979  24.674860 1587.798801 8.195235e-09 0
  0.180189  25.312172 1587.744092 8.416727e-09 0
  0.180622  25.915911 1587.696882 8.638220e-09 0
  0.180869  26.544238 1587.642970 8.859713e-09 0
  0.181816  27.066089 1587.606737 9.081206e-09 0
  0.182025  27.694457 1587.532502 9.302699e-09 0
  0.182068  28.346947 1587.503170 9.524192e-09 0
  0.182257  28.976379 1587.431094 9.745684e-09 0
  0.183033  29.508883 1587.420901 9.967177e-09 0
  0.183164  30.143383 1587.325202 1.018867e-08 0
  0.183939  30.668989 1587.229536 1.041016e-08 0
  0.184466  31.231864 1587.202931 1.063166e-08 0
  0.184421  31.890481 1587.112421 1.085315e-08 0
  0.184859  32.464209 1587.048950 1.107464e-08 0
  0.184937  33.099500 1586.942773 1.129613e-08 0
  0.185054  33.727068 1586.919550 1.151763e-08 0
  0.185311  34.328195 1586.833917 1.173912e-08 0
  0.185877  34.869273 1586.753779 1.196061e-08 0
  0.186212  35.450386 1586.800503 1.218211e-08 0
  0.186750  35.991503 1586.672531 1.240360e-08 0
  0.187358  36.515386 1586.664201 1.262509e-08 0
  0.187385  37.150771 1586.594517 1.284658e-08 0
  0.187924  37.682942 1586.531322 1.306808e-08 0
  0.188420  38.220428 1586.405524 1.328957e-08 0
  0.188691  38.801933 1586.312310 1.351106e-08 0
  0.189458  39.278497 1586.246657 1.373255e-08 0
  0.190243  39.747063 1586.150613 1.395405e-08 0
  0.190725  40.275728 1586.013733 1.417554e-08 0
  0.191621  40.714150 1585.981511 1.439703e-08 0
  0.191775  41.307160 1585.887941 1.461853e-08 0
  0.192521  41.770638 1585.804698 1.484002e-08 0
  0.192343  42.432801 1585.664421 1.506151e-08 0
  0.193477  42.804641 1585.549632 1.528301e-08 0
  0.193718  43.371450 1585.489788 1.550450e-08 0
  0.193062  42.896426 1585.577550 1.528301e-08 0
