# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.000583 126.660933 1589.248579 1.389116e-10 0
  0.004108  33.133913 1595.697053 2.778231e-10 0
  0.005879  36.944573 1590.763538 4.167347e-10 0
  0.009059  33.178855 1590.744087 5.556462e-10 0
  0.011719  32.055396 1591.073809 6.945578e-10 1
  0.014723  30.618336 1590.845600 8.334693e-10 1
  0.017954  29.289535 1590.503756 9.723809e-10 1
  0.021554  27.875292 1590.049619 1.111292e-09 1
  0.025081  26.957911 1590.340109 1.250204e-09 1
  0.029008  25.904225 1590.381251 1.389116e-09 1
  0.033176  24.910771 1590.150785 1.528027e-09 1
  0.037835  23.831958 1590.041774 1.666939e-09 1
  0.042790  22.828450 1590.122451 1.805850e-09 1
  0.047839  21.990335 1590.156843 1.944762e-09 1
  0.054026  20.862710 1590.066176 2.083673e-09 1
  0.060651  19.822463 1590.113247 2.222585e-09 1
  0.067234  18.999829 1590.107688 2.361496e-09 1
  0.074576  18.136733 1590.054781 2.500408e-09 1
  0.082735  17.256504 1590.036536 2.639319e-09 1
  0.092092  16.319101 1590.017872 2.778231e-09 1
  0.101634  15.525865 1589.932286 2.917143e-09 1
  0.111714  14.798067 1589.913513 3.056054e-09 1
  0.122185  14.144761 1589.855755 3.194966e-09 1
  0.132478  13.612662 1589.774940 3.333877e-09 1
  0.144469  13.002699 1589.685877 3.472789e-09 1
  0.155157  12.590954 1589.581111 3.611700e-09 1
  0.165753  12.238206 1589.442795 3.750612e-09 1
  0.172969  12.162730 1589.326391 3.889523e-09 0
  0.173993  12.523421 1589.224018 4.028435e-09 0
  0.174666  12.906025 1589.156804 4.167347e-09 0
  0.175000  13.310898 1589.096589 4.306258e-09 0
  0.175882  13.671534 1589.069656 4.445170e-09 0
  0.176484  14.050669 1589.026520 4.584081e-09 0
  0.177164  14.420813 1588.971339 4.722993e-09 0
  0.177537  14.813471 1588.891187 4.861904e-09 0
  0.178155  15.183931 1588.817007 5.000816e-09 0
  0.178431  15.581229 1588.715836 5.139727e-09 0
  0.178366  16.008046 1588.609193 5.278639e-09 0
  0.179318  16.342761 1588.546486 5.417550e-09 0
  0.179475  16.746988 1588.464790 5.556462e-09 0
  0.179905  17.124679 1588.392252 5.695374e-09 0
  0.180050  17.528252 1588.320911 5.834285e-09 0
  0.180597  17.891450 1588.269283 5.973197e-09 0
  0.180568  18.310479 1588.226320 6.112108e-09 0
  0.181025  18.679366 1588.174248 6.251020e-09 0
  0.181245  19.071260 1588.139707 6.389931e-09 0
  0.181661  19.441258 1588.105590 6.528843e-09 0
  0.181543  19.867784 1588.055263 6.667754e-09 0
  0.181920  20.239773 1588.034618 6.806667e-09 0
  0.182135  20.628418 1587.998203 6.945578e-09 0
  0.182344  21.016824 1587.969573 7.084489e-09 0
  0.182372  21.425599 1587.952315 7.223400e-09 0
  0.183025  21.759691 1587.899143 7.362312e-09 0
  0.182760  22.202461 1587.873072 7.501224e-09 0
  0.183323  22.544138 1587.829895 7.640135e-09 0
  0.183256  22.962374 1587.776266 7.779047e-09 0
  0.183785  23.305287 1587.748301 7.917958e-09 0
  0.184019  23.683912 1587.725067 8.056870e-09 0
  0.184374  24.045833 1587.671491 8.195781e-09 0
  0.184650  24.416808 1587.621301 8.334693e-09 0
  0.184942  24.784608 1587.597091 8.473605e-09 0
  0.185299  25.142263 1587.538398 8.612516e-09 0
  0.185367  25.538408 1587.486729 8.751428e-09 0
  0.186033  25.851070 1587.443434 8.890339e-09 0
  0.185852  26.280586 1587.411449 9.029251e-09 0
  0.186539  26.586363 1587.343973 9.168162e-09 0
  0.186602  26.980147 1587.286876 9.307074e-09 0
  0.186310  27.425634 1587.217020 9.445985e-09 0
  0.186441  27.809746 1587.194163 9.584897e-09 0
  0.187318  28.080594 1587.149673 9.723809e-09 0
  0.187586  28.040544 1587.174760 9.723809e-09 0
