# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.000156 178.776588 1590.080320 5.140821e-11 0
  0.002258  21.152796 1589.568714 1.028164e-10 0
  0.005396  14.342485 1592.030100 1.542246e-10 0
  0.007560  14.586119 1590.864283 2.056328e-10 0
  0.010213  13.696548 1590.649500 2.570410e-10 1
  0.012263  13.687289 1590.793977 3.084493e-10 1
  0.015264  12.832616 1590.826287 3.598575e-10 1
  0.018171  12.311793 1590.592063 4.112657e-10 1
  0.020984  11.996599 1590.750706 4.626739e-10 1
  0.024462  11.436901 1590.630758 5.140821e-10 1
  0.028136  10.940000 1590.605945 5.654903e-10 1
  0.031879  10.533339 1590.568839 6.168985e-10 1
  0.035446  10.262783 1590.580881 6.683068e-10 1
  0.039914   9.814995 1590.583417 7.197150e-10 1
  0.044256   9.484279 1590.561611 7.711232e-10 1
  0.049375   9.067400 1590.593773 8.225314e-10 1
  0.054979   8.652440 1590.557979 8.739395e-10 1
  0.060726   8.294394 1590.538837 9.253478e-10 1
  0.067206   7.911079 1590.530207 9.767560e-10 1
  0.073483   7.616050 1590.522911 1.028164e-09 1
  0.080554   7.294904 1590.521927 1.079572e-09 1
  0.088444   6.960497 1590.498933 1.130981e-09 1
  0.096515   6.668182 1590.461007 1.182389e-09 1
  0.104829   6.406208 1590.418620 1.233797e-09 1
  0.113452   6.165830 1590.374768 1.285205e-09 1
  0.122090   5.959003 1590.342728 1.336613e-09 1
  0.131144   5.760165 1590.280881 1.388022e-09 1
  0.139848   5.601633 1590.218325 1.439430e-09 1
  0.148301   5.470424 1590.143570 1.490838e-09 1
  0.156651   5.357215 1590.066539 1.542246e-09 1
  0.165201   5.248232 1589.973274 1.593655e-09 1
  0.172961   5.174554 1589.882668 1.645063e-09 0
  0.173799   5.312113 1589.820647 1.696471e-09 0
  0.174473   5.452501 1589.772905 1.747879e-09 0
  0.174178   5.622731 1589.738808 1.799287e-09 0
  0.174544   5.771239 1589.701529 1.850696e-09 0
  0.174550   5.931581 1589.680799 1.902104e-09 0
  0.174739   6.085129 1589.645709 1.953512e-09 0
  0.174874   6.240583 1589.619366 2.004920e-09 0
  0.175579   6.374963 1589.606103 2.056328e-09 0
  0.175348   6.542938 1589.588681 2.107737e-09 0
  0.175927   6.680464 1589.575799 2.159145e-09 0
  0.176073   6.833854 1589.562279 2.210553e-09 0
  0.176629   6.970785 1589.549017 2.261961e-09 0
  0.177062   7.111745 1589.525602 2.313370e-09 0
  0.177304   7.259840 1589.522696 2.364778e-09 0
  0.177597   7.405433 1589.498090 2.416186e-09 0
  0.178055   7.543426 1589.460622 2.467594e-09 0
  0.178170   7.695738 1589.439366 2.519002e-09 0
  0.178511   7.837703 1589.405148 2.570411e-09 0
  0.178939   7.975457 1589.388709 2.621819e-09 0
  0.178866   8.135048 1589.355091 2.673227e-09 0
  0.179284   8.272205 1589.324194 2.724635e-09 0
  0.179744   8.406680 1589.292211 2.776043e-09 0
  0.179796   8.559843 1589.255324 2.827452e-09 0
  0.179873   8.711810 1589.223347 2.878860e-09 0
  0.180064   8.857772 1589.173834 2.930268e-09 0
  0.180831   8.974996 1589.128219 2.981676e-09 0
  0.180664   9.138109 1589.078855 3.033084e-09 0
  0.180685   9.292150 1589.045674 3.084493e-09 0
  0.181206   9.419897 1589.030514 3.135901e-09 0
  0.181065   9.581524 1588.980872 3.187309e-09 0
  0.181614   9.706900 1588.958249 3.238717e-09 0
  0.181294   9.878381 1588.934054 3.290125e-09 0
  0.181455  10.023834 1588.906611 3.341534e-09 0
  0.181791  10.159036 1588.859244 3.392942e-09 0
  0.182182  10.290984 1588.827809 3.444350e-09 0
  0.182270  10.439606 1588.811854 3.495758e-09 0
  0.182027  10.607182 1588.777934 3.547166e-09 0
  0.182616  10.726279 1588.767676 3.598575e-09 0
  0.182445  10.736328 1588.753588 3.598575e-09 0
