# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.001493 115.468036 1615.939041 3.215748e-10 0
  0.003156  94.260497 1588.820101 6.431495e-10 0
  0.006634  77.803212 1593.554060 9.647244e-10 0
  0.009757  70.654464 1589.655002 1.286299e-09 0
  0.013348  65.025312 1590.735887 1.607874e-09 1
  0.015801  65.940308 1590.475993 1.929449e-09 1
  0.019994  60.752530 1589.447625 2.251023e-09 1
  0.023270  59.685454 1590.300676 2.572598e-09 1
  0.027797  56.201281 1589.519674 2.894173e-09 1
  0.032142  54.024577 1589.178952 3.215748e-09 1
  0.037117  51.463710 1589.584582 3.537322e-09 1
  0.042473  49.065509 1589.435191 3.858897e-09 1
  0.047543  47.486442 1589.407954 4.180472e-09 1
  0.054360  44.725872 1589.270022 4.502047e-09 1
  0.061211  42.556509 1589.430117 4.823622e-09 1
  0.068539  40.540318 1589.234196 5.145196e-09 1
  0.077317  38.184960 1589.242003 5.466771e-09 1
  0.086296  36.224358 1589.200373 5.788346e-09 1
  0.096771  34.097564 1589.191996 6.109921e-09 1
  0.107618  32.274751 1589.095727 6.431495e-09 1
  0.118669  30.732668 1589.029916 6.753070e-09 1
  0.131104  29.142070 1588.899650 7.074645e-09 1
  0.143598  27.815971 1588.793948 7.396219e-09 1
  0.156130  26.694956 1588.610986 7.717794e-09 1
  0.168505  25.765447 1588.457483 8.039369e-09 0
  0.173639  26.002356 1588.227290 8.360944e-09 0
  0.174862  26.815033 1588.070302 8.682519e-09 0
  0.176514  27.548323 1588.015650 9.004094e-09 0
  0.177390  28.390914 1587.863932 9.325668e-09 0
  0.178042  29.261781 1587.663855 9.647244e-09 0
  0.178439  30.170273 1587.495488 9.968818e-09 0
  0.179219  31.008427 1587.356063 1.029039e-08 0
  0.179409  31.943819 1587.264861 1.061197e-08 0
  0.180183  32.770306 1587.164098 1.093354e-08 0
  0.180664  33.644418 1587.124789 1.125512e-08 0
  0.180808  34.578135 1587.077188 1.157669e-08 0
  0.181571  35.389381 1586.999262 1.189827e-08 0
  0.182105  36.239129 1586.889708 1.221984e-08 0
  0.182831  37.045069 1586.813789 1.254142e-08 0
  0.183121  37.934620 1586.693112 1.286299e-08 0
  0.183490  38.805002 1586.650703 1.318457e-08 0
  0.183775  39.689356 1586.505996 1.350614e-08 0
  0.184482  40.479181 1586.448912 1.382771e-08 0
  0.184607  41.392317 1586.346594 1.414929e-08 0
  0.185062  42.229232 1586.301912 1.447086e-08 0
  0.185523  43.060115 1586.209651 1.479244e-08 0
  0.186148  43.848720 1586.147808 1.511401e-08 0
  0.186734  44.640216 1585.994178 1.543559e-08 0
  0.187172  45.464388 1585.916013 1.575716e-08 0
  0.188077  46.168847 1585.843106 1.607874e-08 0
  0.189088  46.839499 1585.665187 1.640031e-08 0
  0.189871  47.561473 1585.524371 1.672189e-08 0
  0.190755  48.251372 1585.395993 1.704346e-08 0
  0.191845  48.881181 1585.170784 1.736504e-08 0
  0.192265  49.679277 1585.084208 1.768661e-08 0
  0.193044  50.378304 1584.967897 1.800819e-08 0
  0.194097  50.999905 1584.901817 1.832976e-08 0
  0.194652  51.746208 1584.770467 1.865134e-08 0
  0.194998  52.545819 1584.727717 1.897291e-08 0
  0.195268  53.362162 1584.885989 1.929449e-08 0
  0.195823  54.097685 1584.804060 1.961606e-08 0
  0.197283  54.577441 1584.706136 1.993764e-08 0
  0.197985  55.259955 1584.537220 2.025921e-08 0
  0.198903  55.879035 1584.442768 2.058079e-08 0
  0.200221  56.378763 1584.372550 2.090236e-08 0
  0.201572  56.861313 1584.218534 2.122393e-08 0
  0.203876  57.058859 1583.672625 2.154551e-08 0
  0.205140  57.565384 1583.524023 2.186708e-08 0
  0.205574  58.289366 1583.428921 2.218866e-08 0
  0.206747  58.799069 1583.362227 2.251024e-08 0
  0.206767  58.793863 1583.383820 2.251024e-08 0
