# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.015278   2.961537 1667.152476 3.631389e-10 0
  0.031129   2.891220 1667.316569 7.262777e-10 1
  0.049607   2.737676 1667.364723 1.089417e-09 1
  0.070065   2.584740 1667.403644 1.452555e-09 1
  0.091887   2.464568 1667.419852 1.815694e-09 1
  0.117264   2.317558 1667.430478 2.178833e-09 1
  0.145697   2.176047 1667.444825 2.541972e-09 1
  0.177826   2.037638 1667.456381 2.905111e-09 1
  0.216070   1.886619 1667.466190 3.268250e-09 1
  0.262297   1.726547 1667.482929 3.631388e-09 1
  0.313251   1.589943 1667.504792 3.994528e-09 1
  0.368767   1.472792 1667.533006 4.357666e-09 1
  0.432850   1.359311 1667.558788 4.720805e-09 1
  0.503048   1.260532 1667.564597 5.083944e-09 1
  0.576592   1.178281 1667.555704 5.447083e-09 1
  0.649129   1.115744 1667.534813 5.810222e-09 1
  0.720121   1.067639 1667.504700 6.173361e-09 1
  0.767277   1.060912 1667.474717 6.536499e-09 0
  0.784598   1.096220 1667.455619 6.899638e-09 0
  0.791377   1.144496 1667.443239 7.262777e-09 0
  0.797862   1.191902 1667.429204 7.625916e-09 0
  0.802745   1.241118 1667.415631 7.989055e-09 0
  0.807111   1.290626 1667.404573 8.352194e-09 0
  0.808441   1.344587 1667.395012 8.715333e-09 0
  0.811036   1.396160 1667.386064 9.078471e-09 0
  0.812032   1.450230 1667.377111 9.441610e-09 0
  0.819689   1.491763 1667.361925 9.804749e-09 0
  0.844192   1.499721 1667.316743 1.016789e-08 0
  0.847397   1.550012 1667.306090 1.053103e-08 0
  0.847738   1.602935 1667.300104 1.089417e-08 0
  0.849870   1.652153 1667.290515 1.125730e-08 0
  0.850518   1.704183 1667.282390 1.162044e-08 0
  0.851928   1.754535 1667.274406 1.198358e-08 0
  0.852565   1.806376 1667.267865 1.234672e-08 0
  0.853607   1.857238 1667.261074 1.270986e-08 0
  0.853865   1.909730 1667.254633 1.307300e-08 0
  0.854480   1.961370 1667.248736 1.343614e-08 0
  0.855277   2.012510 1667.243201 1.379928e-08 0
  0.855243   2.065559 1667.238195 1.416242e-08 0
  0.856682   2.114925 1667.229553 1.452555e-08 0
  0.856207   2.169037 1667.223979 1.488869e-08 0
  0.858115   2.216982 1667.216544 1.525183e-08 0
  0.859348   2.266480 1667.206601 1.561497e-08 0
  0.859819   2.317975 1667.201347 1.597811e-08 0
  0.861560   2.365849 1667.194293 1.634125e-08 0
  0.862582   2.415555 1667.186638 1.670439e-08 0
  0.862939   2.467061 1667.180530 1.706753e-08 0
  0.863224   2.518718 1667.173989 1.743067e-08 0
  0.864221   2.568225 1667.167579 1.779380e-08 0
  0.865973   2.615326 1667.159772 1.815694e-08 0
  0.866001   2.667573 1667.155843 1.852008e-08 0
  0.866709   2.717643 1667.149171 1.888322e-08 0
  0.867065   2.768755 1667.140969 1.924636e-08 0
  0.867137   2.820778 1667.134618 1.960950e-08 0
  0.868260   2.869307 1667.129471 1.997264e-08 0
  0.869424   2.917566 1667.124882 2.033578e-08 0
  0.869757   2.968522 1667.118554 2.069892e-08 0
  0.870517   3.017974 1667.113935 2.106205e-08 0
  0.871041   3.068142 1667.106714 2.142519e-08 0
  0.870541   3.121956 1667.102212 2.178833e-08 0
  0.871168   3.171697 1667.096367 2.215147e-08 0
  0.872540   3.218615 1667.089262 2.251461e-08 0
  0.873035   3.268680 1667.082589 2.287775e-08 0
  0.873809   3.317616 1667.075450 2.324089e-08 0
  0.874699   3.366032 1667.068878 2.360403e-08 0
  0.875928   3.413025 1667.063209 2.396716e-08 0
  0.877287   3.459367 1667.056555 2.433030e-08 0
  0.878699   3.505367 1667.051903 2.469344e-08 0
  0.879114   3.555236 1667.046288 2.505658e-08 0
  0.880308   3.601865 1667.040283 2.541972e-08 0
  0.880378   3.601590 1667.040831 2.541972e-08 0
