# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  0.247181   4.541892 6758.034089 2.316104e-08 0
  0.247109   4.477947 6758.047073 2.283017e-08 0
  0.246556   4.422579 6758.066184 2.249929e-08 0
  0.246643   4.356338 6758.078680 2.216843e-08 0
  0.246408   4.295051 6758.096094 2.183755e-08 0
  0.246448   4.229331 6758.111925 2.150668e-08 0
  0.246433   4.164527 6758.126329 2.117581e-08 0
  0.246057   4.105641 6758.141176 2.084494e-08 0
  0.246122   4.038927 6758.162265 2.051406e-08 0
  0.245840   3.978914 6758.173603 2.018319e-08 0
  0.245455   3.919115 6758.195079 1.985232e-08 0
  0.245822   3.848314 6758.211273 1.952145e-08 0
  0.246042   3.779531 6758.228476 1.919058e-08 0
  0.245413   3.723879 6758.245162 1.885970e-08 0
  0.245146   3.662683 6758.259031 1.852883e-08 0
  0.245230   3.595809 6758.274795 1.819796e-08 0
  0.244609   3.538976 6758.296109 1.786709e-08 0
  0.245061   3.467423 6758.310392 1.753622e-08 0
  0.244374   3.411423 6758.326018 1.720534e-08 0
  0.244394   3.345540 6758.340594 1.687447e-08 0
  0.244187   3.282681 6758.354658 1.654360e-08 0
  0.244260   3.215607 6758.373609 1.621273e-08 0
  0.244072   3.152358 6758.392419 1.588186e-08 0
  0.244224   3.085022 6758.406863 1.555098e-08 0
  0.243640   3.026529 6758.421552 1.522011e-08 0
  0.243721   2.959583 6758.437403 1.488924e-08 0
  0.243531   2.895775 6758.455863 1.455837e-08 0
  0.243310   2.832628 6758.471940 1.422750e-08 0
  0.243107   2.768947 6758.488516 1.389662e-08 0
  0.242679   2.707396 6758.508683 1.356575e-08 0
  0.242195   2.646999 6758.523332 1.323488e-08 0
  0.242475   2.577510 6758.541133 1.290401e-08 0
  0.241864   2.517657 6758.559432 1.257314e-08 0
  0.241633   2.454145 6758.571686 1.224226e-08 0
  0.241510   2.388398 6758.590151 1.191139e-08 0
  0.241381   2.323379 6758.606840 1.158052e-08 0
  0.240975   2.260586 6758.624523 1.124965e-08 0
  0.241267   2.191661 6758.639119 1.091878e-08 0
  0.240488   2.131334 6758.660501 1.058790e-08 0
  0.239529   2.073293 6758.677600 1.025703e-08 0
  0.239123   2.009326 6758.698373 9.926161e-09 0
  0.237585   1.953728 6758.727408 9.595288e-09 0
  0.234641   1.908762 6758.764515 9.264416e-09 0
  0.221555   1.935768 6758.865340 8.933544e-09 1
  0.207579   1.993583 6758.951373 8.602672e-09 1
  0.190592   2.089610 6759.035637 8.271800e-09 1
  0.174943   2.189840 6759.104863 7.940928e-09 1
  0.159431   2.304966 6759.168420 7.610056e-09 1
  0.145090   2.424729 6759.224519 7.279184e-09 1
  0.131808   2.549837 6759.270671 6.948311e-09 1
  0.119451   2.680475 6759.315266 6.617440e-09 1
  0.108196   2.813281 6759.345701 6.286568e-09 1
  0.098138   2.938805 6759.375654 5.955696e-09 1
  0.088177   3.089646 6759.402045 5.624824e-09 1
  0.079624   3.221304 6759.418766 5.293952e-09 1
  0.071599   3.357558 6759.448609 4.963080e-09 1
  0.064606   3.474878 6759.454054 4.632208e-09 1
  0.057219   3.643409 6759.458193 4.301336e-09 1
  0.051076   3.768132 6759.454114 3.970464e-09 1
  0.045322   3.892048 6759.462971 3.639592e-09 1
  0.039617   4.049279 6759.425389 3.308720e-09 1
  0.034686   4.160144 6759.448160 2.977848e-09 1
  0.029988   4.279329 6759.429979 2.646976e-09 1
  0.025238   4.448569 6759.428405 2.316104e-09 1
  0.020879   4.610036 6759.384192 1.985232e-09 1
  0.017060   4.701201 6759.305568 1.654360e-09 1
  0.012893   4.976874 6759.265386 1.323488e-09 1
  0.009569   5.029395 6759.211868 9.926160e-10 0
  0.006132   5.219657 6758.983860 6.617440e-10 0
  0.002821   5.670701 6758.706760 3.308720e-10 0
  0.002773   5.771739 6758.846994 3.308720e-10 0
