# vel[cm/s]  width[Hz], freq[Hz], drive[A], fit
  1.431548  10.925957 1675.876096 1.072824e-07 0
  1.424682  10.764004 1675.911518 1.051856e-07 0
  1.417249  10.604697 1675.948938 1.030888e-07 0
  1.408910  10.450518 1675.984185 1.009920e-07 0
  1.401344  10.288807 1676.017923 9.889518e-08 0
  1.393923  10.124307 1676.049347 9.679838e-08 0
  1.387312   9.952121 1676.083667 9.470158e-08 0
  1.391016   9.705738 1676.121599 9.260478e-08 0
  1.383031   9.540822 1676.155516 9.050798e-08 0
  1.374895   9.374918 1676.189627 8.841119e-08 0
  1.363786   9.226999 1676.228203 8.631439e-08 0
  1.356165   9.053527 1676.262372 8.421759e-08 0
  1.348340   8.879266 1676.298819 8.212079e-08 0
  1.340078   8.706055 1676.328112 8.002399e-08 0
  1.331611   8.531982 1676.350079 7.792719e-08 0
  1.320417   8.372525 1676.383123 7.583039e-08 0
  1.304167   8.242261 1676.422475 7.373359e-08 0
  1.290601   8.092262 1676.452880 7.163680e-08 0
  1.278167   7.931766 1676.484644 6.954000e-08 0
  1.262971   7.785151 1676.515965 6.744320e-08 0
  1.242718   7.665953 1676.549859 6.534640e-08 0
  1.211513   7.611105 1676.583141 6.324960e-08 0
  1.153923   7.725765 1676.626576 6.115280e-08 1
  1.071456   8.035035 1676.674434 5.905600e-08 1
  0.989289   8.393638 1676.718110 5.695920e-08 1
  0.912437   8.765749 1676.758920 5.486241e-08 1
  0.839797   9.160158 1676.795123 5.276561e-08 1
  0.771267   9.577853 1676.827986 5.066881e-08 1
  0.707956  10.002649 1676.860168 4.857201e-08 1
  0.650754  10.412245 1676.888478 4.647521e-08 1
  0.596445  10.847839 1676.915912 4.437841e-08 1
  0.546936  11.270978 1676.938133 4.228161e-08 1
  0.501808  11.675315 1676.965528 4.018481e-08 1
  0.459684  12.080365 1676.982543 3.808801e-08 1
  0.419830  12.498948 1677.002244 3.599122e-08 1
  0.380263  12.995682 1677.012866 3.389442e-08 1
  0.346430  13.382346 1677.029809 3.179762e-08 1
  0.314426  13.772287 1677.038367 2.970082e-08 1
  0.284357  14.153466 1677.051833 2.760402e-08 1
  0.255613  14.549144 1677.060164 2.550722e-08 1
  0.229455  14.875399 1677.067932 2.341043e-08 1
  0.204413  15.202280 1677.066720 2.131363e-08 1
  0.180179  15.550194 1677.069080 1.921683e-08 1
  0.157732  15.825022 1677.053480 1.712003e-08 1
  0.136171  16.085588 1677.050612 1.502323e-08 1
  0.115121  16.371371 1677.018102 1.292643e-08 1
  0.094460  16.715760 1676.978852 1.082963e-08 0
  0.075269  16.916118 1676.936511 8.732833e-09 0
  0.056465  17.134644 1676.854104 6.636034e-09 0
  0.038187  17.327496 1676.660476 4.539236e-09 0
  0.020285  17.527188 1676.137927 2.442437e-09 0
  0.017151  17.823658 1675.985273 2.096799e-09 0
  0.017067  17.912368 1676.005425 2.096799e-09 0
